10000, 0.0001060962677001953, 0.011674880981445312
20000, 0.0002999305725097656, 0.020109891891479492
50000, 0.0003058910369873047, 0.04405403137207031
100000, 0.0011780261993408203, 0.06901288032531738
200000, 0.0012769699096679688, 0.11179089546203613
500000, 0.0044147968292236330, 0.24644923210144043
1000000, 0.0065691471099853516, 0.44954800605773926
2000000, 0.0116059780120849610, 0.8681538105010986
5000000, 0.0402040481567382800, 2.3980700969696045
10000000, 0.0569221973419189450, 4.748753070831299
